clean_label,aggre_label,worse_label,random_label1,random_label2,random_label3,img_index
9,9,1,9,1,9,3685
6,6,2,6,6,2,3686
4,4,4,4,4,4,3687
4,4,4,4,4,4,3688
0,2,2,2,0,2,3689
4,4,4,4,4,4,3690
9,9,1,9,9,1,3691
2,2,2,2,2,2,3692
2,2,2,2,2,2,3693
0,0,0,0,0,0,3694
4,4,4,4,4,4,3695
0,0,7,0,0,7,3696
9,9,9,9,9,9,3697
6,6,0,6,6,0,3698
7,7,7,7,7,7,3699
9,9,3,9,9,3,3700
0,0,0,0,0,0,3701
9,9,3,9,1,3,3702
3,1,2,1,2,3,3703
9,9,9,9,9,9,3704
9,9,9,9,9,9,3705
9,9,1,9,1,9,3706
6,6,6,6,6,6,3707
2,2,7,2,7,2,3708
3,3,2,2,3,3,3709
6,6,0,6,6,0,3710
7,7,7,7,7,7,3711
6,6,6,6,6,6,3712
0,0,4,4,0,0,3713
5,5,0,5,5,0,3714
7,7,1,1,7,7,3715
6,6,2,2,6,6,3716
4,4,4,4,4,4,3717
4,4,4,4,4,4,3718
9,9,9,9,9,9,3719
8,8,8,8,8,8,3720
0,0,0,0,0,0,3721
9,9,1,9,3,1,3722
4,4,4,4,4,4,3723
6,6,4,6,4,6,3724
0,0,0,0,0,0,3725
7,7,0,7,7,0,3726
1,1,1,1,1,1,3727
3,3,3,3,3,3,3728
6,6,6,6,6,6,3729
6,6,1,6,6,1,3730
0,0,7,0,8,7,3731
4,4,7,4,4,7,3732
7,7,7,7,7,7,3733
1,1,5,1,1,5,3734
1,1,1,1,1,1,3735
4,4,4,4,4,4,3736
9,9,9,9,9,9,3737
8,8,0,8,8,0,3738
6,6,0,6,0,6,3739
8,8,8,8,8,8,3740
0,0,0,0,0,0,3741
6,6,6,6,6,6,3742
1,1,9,1,9,1,3743
1,1,9,1,3,9,3744
8,8,9,9,8,8,3745
5,5,5,5,5,5,3746
5,5,5,5,5,5,3747
5,5,3,3,5,5,3748
3,3,3,3,3,3,3749
4,4,4,4,4,4,3750
5,5,5,5,5,5,3751
5,5,3,5,5,3,3752
8,8,8,8,8,8,3753
6,6,2,6,6,2,3754
9,9,9,9,9,9,3755
3,3,3,3,3,3,3756
4,4,4,4,4,4,3757
3,3,5,3,5,3,3758
4,0,5,0,4,5,3759
2,2,2,2,2,2,3760
4,2,2,4,5,2,3761
3,3,3,3,3,3,3762
3,0,4,5,0,4,3763
8,8,7,8,7,8,3764
8,8,8,8,8,8,3765
9,9,9,9,9,9,3766
5,5,5,5,5,5,3767
7,7,7,7,7,7,3768
2,2,5,5,2,2,3769
8,8,8,8,8,8,3770
2,2,2,2,2,2,3771
3,3,3,3,3,3,3772
1,1,1,1,1,1,3773
9,9,9,9,9,9,3774
6,6,6,6,6,6,3775
4,4,4,4,4,4,3776
8,8,8,8,8,8,3777
5,5,5,5,5,5,3778
1,1,8,1,1,8,3779
6,6,6,6,6,6,3780
1,1,0,0,1,1,3781
7,7,7,7,7,7,3782
6,6,6,6,6,6,3783
4,4,7,4,7,4,3784
3,2,5,2,5,3,3785
2,2,2,2,2,2,3786
3,3,3,3,3,3,3787
9,9,9,9,9,9,3788
0,0,0,0,0,0,3789
5,5,5,5,5,5,3790
2,2,1,1,2,2,3791
3,1,1,6,1,3,3792
9,9,9,9,9,9,3793
5,5,5,5,5,5,3794
3,3,5,3,3,5,3795
2,2,5,2,2,5,3796
4,2,2,6,4,2,3797
4,4,4,4,4,4,3798
5,4,4,4,4,5,3799
8,8,8,8,8,8,3800
3,3,3,3,3,3,3801
4,5,5,5,4,5,3802
5,0,3,0,6,3,3803
6,6,6,6,6,6,3804
6,6,6,6,6,6,3805
7,7,7,7,7,7,3806
3,3,3,3,3,3,3807
1,1,9,9,1,1,3808
6,6,6,6,6,6,3809
5,2,2,7,5,2,3810
9,9,9,9,9,9,3811
8,8,1,8,0,1,3812
3,3,3,3,3,3,3813
2,2,6,6,2,2,3814
0,0,1,0,0,1,3815
4,4,4,4,4,4,3816
7,7,7,7,7,7,3817
3,3,3,3,3,3,3818
9,9,9,9,9,9,3819
9,9,9,9,9,9,3820
4,4,5,7,4,5,3821
1,1,1,1,1,1,3822
6,6,8,6,8,6,3823
7,7,7,7,7,7,3824
6,6,6,6,6,6,3825
6,6,6,6,6,6,3826
1,1,9,1,1,9,3827
5,5,3,5,5,3,3828
8,8,5,8,8,5,3829
1,1,9,9,1,1,3830
0,0,0,0,0,0,3831
8,8,8,8,8,8,3832
6,6,6,6,6,6,3833
3,3,5,5,3,3,3834
7,7,7,7,7,7,3835
1,1,1,1,1,1,3836
5,5,0,5,0,5,3837
9,9,9,9,9,9,3838
4,7,7,4,7,7,3839
1,1,9,9,1,1,3840
6,6,6,6,6,6,3841
0,0,0,0,0,0,3842
3,3,6,6,3,3,3843
7,7,7,7,7,7,3844
2,2,2,2,2,2,3845
9,8,0,9,8,0,3846
2,2,2,2,2,2,3847
2,2,2,2,2,2,3848
6,6,6,6,6,6,3849
9,9,1,9,1,9,3850
1,0,9,0,1,9,3851
0,0,5,5,0,0,3852
5,5,5,5,5,5,3853
7,7,9,9,7,7,3854
4,4,4,4,4,4,3855
2,2,1,1,2,2,3856
8,8,4,8,4,8,3857
9,9,9,9,9,9,3858
0,0,2,0,0,2,3859
8,8,8,8,8,8,3860
6,6,6,6,6,6,3861
4,4,4,4,4,4,3862
3,3,1,1,3,3,3863
3,0,0,6,0,3,3864
6,6,6,6,6,6,3865
4,4,4,4,4,4,3866
5,5,3,5,5,3,3867
4,1,2,3,1,2,3868
2,2,2,2,2,2,3869
3,1,2,1,5,2,3870
1,1,1,1,1,1,3871
4,4,7,4,4,7,3872
6,6,6,6,6,6,3873
8,8,8,8,8,8,3874
3,3,3,3,3,3,3875
9,9,9,9,9,9,3876
7,7,7,7,7,7,3877
9,9,9,9,9,9,3878
4,5,5,5,5,5,3879
0,0,0,0,0,0,3880
8,8,8,8,8,8,3881
9,9,9,9,9,9,3882
8,8,6,8,8,6,3883
0,0,1,0,1,0,3884
8,8,8,8,8,8,3885
1,1,9,9,1,1,3886
9,9,9,9,9,9,3887
3,3,3,3,3,3,3888
2,2,2,2,2,2,3889
7,7,7,7,7,7,3890
0,0,0,0,0,0,3891
6,6,6,6,6,6,3892
0,0,0,0,0,0,3893
5,5,9,5,5,9,3894
9,9,1,1,9,9,3895
5,3,3,4,3,5,3896
4,4,4,4,4,4,3897
8,8,8,8,8,8,3898
1,1,1,1,1,1,3899
0,0,8,8,0,0,3900
2,2,2,2,2,2,3901
5,5,5,5,5,5,3902
0,0,0,0,0,0,3903
8,8,8,8,8,8,3904
3,3,5,3,5,3,3905
0,0,0,0,0,0,3906
1,1,0,1,0,1,3907
4,4,4,4,4,4,3908
0,0,0,0,0,0,3909
3,3,3,3,3,3,3910
1,1,1,1,1,1,3911
6,6,2,6,6,2,3912
4,2,7,2,4,7,3913
7,7,7,7,7,7,3914
9,9,9,9,9,9,3915
5,5,3,3,5,5,3916
5,5,5,5,5,5,3917
0,0,0,0,0,0,3918
4,4,4,4,4,4,3919
7,7,7,7,7,7,3920
9,9,9,9,9,9,3921
1,9,3,9,1,3,3922
9,9,1,1,9,9,3923
1,1,1,1,1,1,3924
4,1,2,1,4,2,3925
6,6,6,6,6,6,3926
3,3,3,3,3,3,3927
9,9,9,9,9,9,3928
9,9,9,9,9,9,3929
9,8,8,7,9,8,3930
8,8,8,8,8,8,3931
9,9,2,9,2,9,3932
7,7,7,7,7,7,3933
1,1,1,1,1,1,3934
1,1,9,1,9,1,3935
4,4,4,4,4,4,3936
1,1,1,1,1,1,3937
0,1,1,9,1,1,3938
7,7,7,7,7,7,3939
0,0,0,0,0,0,3940
9,9,1,1,9,9,3941
6,6,6,6,6,6,3942
6,4,4,6,4,4,3943
2,2,2,2,2,2,3944
4,1,5,1,7,5,3945
7,7,3,7,3,7,3946
6,6,6,6,6,6,3947
4,4,4,4,4,4,3948
5,5,2,5,5,2,3949
8,8,8,8,8,8,3950
0,0,0,0,0,0,3951
4,0,0,2,0,4,3952
7,7,7,7,7,7,3953
1,1,9,1,9,1,3954
7,7,7,7,7,7,3955
3,5,5,3,5,5,3956
4,4,4,4,4,4,3957
7,7,1,7,1,7,3958
5,5,3,5,3,5,3959
5,5,5,5,5,5,3960
2,2,9,9,2,2,3961
0,0,4,4,0,0,3962
2,2,5,5,2,2,3963
0,0,8,0,8,0,3964
5,5,5,5,5,5,3965
5,5,5,5,5,5,3966
8,8,8,8,8,8,3967
5,5,5,5,5,5,3968
8,8,1,8,1,8,3969
4,4,5,4,4,5,3970
0,0,0,0,0,0,3971
8,8,8,8,8,8,3972
4,7,7,7,7,4,3973
9,9,1,1,9,9,3974
7,7,1,7,7,1,3975
6,6,6,6,6,6,3976
9,9,9,9,9,9,3977
8,8,0,8,8,0,3978
0,0,0,0,0,0,3979
8,8,6,8,8,6,3980
4,4,4,4,4,4,3981
2,2,2,2,2,2,3982
9,9,9,9,9,9,3983
1,1,9,1,9,1,3984
4,4,6,4,4,6,3985
6,2,3,2,3,6,3986
0,4,4,1,4,4,3987
7,7,7,7,7,7,3988
7,7,7,7,7,7,3989
1,1,1,1,1,1,3990
6,6,6,6,6,6,3991
1,1,1,1,1,1,3992
5,5,5,5,5,5,3993
6,6,6,6,6,6,3994
5,5,5,5,5,5,3995
7,7,0,7,7,0,3996
3,3,3,3,3,3,3997
8,8,8,8,8,8,3998
4,4,4,4,4,4,3999
5,5,3,5,3,5,4000
8,8,8,8,8,8,4001
5,3,3,3,5,3,4002
8,8,8,8,8,8,4003
5,5,0,0,5,5,4004
9,9,9,9,9,9,4005
1,1,1,1,1,1,4006
3,3,2,3,2,3,4007
2,2,3,2,5,3,4008
5,5,2,5,5,2,4009
3,3,3,3,3,3,4010
1,1,1,1,1,1,4011
2,2,8,2,8,2,4012
1,0,0,1,9,0,4013
2,5,7,5,5,7,4014
6,2,4,2,6,4,4015
7,7,7,7,7,7,4016
2,1,6,1,1,6,4017
0,0,7,0,0,7,4018
5,2,2,2,0,2,4019
3,2,5,2,3,5,4020
1,1,1,1,1,1,4021
6,6,6,6,6,6,4022
2,2,5,2,2,5,4023
7,7,7,7,7,7,4024
3,3,5,5,3,3,4025
6,6,3,6,6,3,4026
0,0,0,0,0,0,4027
9,9,9,9,9,9,4028
8,8,9,7,9,8,4029
0,0,0,0,0,0,4030
6,6,6,6,6,6,4031
4,4,7,4,7,4,4032
3,3,3,3,3,3,4033
2,9,7,9,7,2,4034
6,6,6,6,6,6,4035
8,8,2,8,2,8,4036
7,7,7,7,7,7,4037
2,2,7,7,2,2,4038
1,1,1,1,1,1,4039
1,1,1,1,1,1,4040
9,9,4,9,9,4,4041
5,5,5,5,5,5,4042
4,4,4,4,4,4,4043
5,5,3,5,5,3,4044
8,9,9,2,9,9,4045
0,0,0,0,0,0,4046
1,1,1,1,1,1,4047
0,0,2,2,0,0,4048
9,1,5,1,1,5,4049
1,1,4,1,1,4,4050
8,8,8,8,8,8,4051
2,2,2,2,2,2,4052
4,7,7,7,0,7,4053
7,7,8,7,8,7,4054
4,4,4,4,4,4,4055
2,2,2,2,2,2,4056
4,4,5,4,4,5,4057
4,8,8,7,8,4,4058
7,7,7,7,7,7,4059
0,0,0,0,0,0,4060
0,0,5,0,0,5,4061
6,6,8,6,8,6,4062
4,4,7,7,4,4,4063
6,6,6,6,6,6,4064
7,7,7,7,7,7,4065
8,8,0,0,8,8,4066
5,5,5,5,5,5,4067
9,9,9,9,9,9,4068
9,9,2,9,9,2,4069
2,2,7,3,2,7,4070
9,9,9,9,9,9,4071
3,2,2,4,2,3,4072
3,3,5,3,3,5,4073
5,5,5,5,5,5,4074
7,7,7,7,7,7,4075
7,7,7,7,7,7,4076
6,6,6,6,6,6,4077
7,7,7,7,7,7,4078
0,0,0,0,0,0,4079
0,0,0,0,0,0,4080
0,0,4,4,0,0,4081
6,6,2,6,6,2,4082
3,3,8,3,8,3,4083
1,1,1,1,1,1,4084
2,2,2,2,2,2,4085
6,6,6,6,6,6,4086
3,5,5,5,3,5,4087
7,7,7,7,7,7,4088
3,3,4,3,4,3,4089
2,2,2,2,2,2,4090
2,2,2,2,2,2,4091
8,8,8,8,8,8,4092
8,8,8,8,8,8,4093
6,6,2,6,2,6,4094
6,6,6,6,6,6,4095
0,0,0,0,0,0,4096
0,0,0,0,0,0,4097
3,3,3,3,3,3,4098
1,1,1,1,1,1,4099
1,1,1,1,1,1,4100
1,1,8,8,1,1,4101
3,5,5,5,5,3,4102
4,4,1,4,1,4,4103
4,3,3,4,3,3,4104
6,6,6,6,6,6,4105
4,4,4,4,4,4,4106
7,7,4,7,7,4,4107
3,3,3,3,3,3,4108
2,2,2,2,2,2,4109
3,3,5,5,3,3,4110
9,9,9,9,9,9,4111
7,7,1,7,1,7,4112
2,2,2,2,2,2,4113
7,7,7,7,7,7,4114
9,9,1,9,9,1,4115
2,2,5,2,6,5,4116
3,3,3,3,3,3,4117
6,6,6,6,6,6,4118
7,7,7,7,7,7,4119
5,5,8,5,8,5,4120
9,9,9,9,9,9,4121
2,2,2,2,2,2,4122
6,6,6,6,6,6,4123
3,3,3,3,3,3,4124
5,5,4,5,5,4,4125
6,3,3,3,3,6,4126
5,5,5,5,5,5,4127
3,4,7,4,5,7,4128
4,2,2,7,2,4,4129
6,6,6,6,6,6,4130
9,9,9,9,9,9,4131
1,9,2,9,2,1,4132
7,7,7,7,7,7,4133
7,7,7,7,7,7,4134
5,5,5,5,5,5,4135
9,9,9,9,9,9,4136
4,2,2,7,2,4,4137
2,2,2,2,2,2,4138
3,2,2,4,5,2,4139
8,8,7,8,7,8,4140
0,0,2,0,0,2,4141
9,9,9,9,9,9,4142
6,4,4,6,7,4,4143
6,6,6,6,6,6,4144
1,9,9,9,1,9,4145
3,3,5,3,5,3,4146
6,6,6,6,6,6,4147
6,6,6,6,6,6,4148
3,3,3,3,3,3,4149
9,9,9,9,9,9,4150
3,3,7,3,3,7,4151
6,6,6,6,6,6,4152
5,5,5,5,5,5,4153
2,2,1,2,1,2,4154
0,0,0,0,0,0,4155
4,4,4,4,4,4,4156
7,5,2,5,5,2,4157
4,4,4,4,4,4,4158
8,8,1,8,8,1,4159
5,5,5,5,5,5,4160
5,5,5,5,5,5,4161
0,0,0,0,0,0,4162
0,0,0,0,0,0,4163
9,9,9,9,9,9,4164
0,0,0,0,0,0,4165
3,3,3,3,3,3,4166
6,6,4,6,4,6,4167
2,2,7,2,6,7,4168
9,9,4,9,9,4,4169
8,8,2,8,2,8,4170
1,1,1,1,1,1,4171
1,1,9,1,9,1,4172
4,4,9,4,4,9,4173
3,3,3,3,3,3,4174
4,4,6,6,4,4,4175
0,0,2,2,0,0,4176
3,3,3,3,3,3,4177
7,7,7,7,7,7,4178
3,3,3,3,3,3,4179
8,1,1,1,7,1,4180
6,6,6,6,6,6,4181
4,4,2,2,4,4,4182
2,2,9,2,2,9,4183
4,9,7,9,4,7,4184
1,1,9,9,1,1,4185
2,2,2,2,2,2,4186
7,7,7,7,7,7,4187
5,5,5,5,5,5,4188
2,4,7,4,4,7,4189
6,6,5,6,6,5,4190
8,8,8,8,8,8,4191
0,0,0,0,0,0,4192
4,4,7,4,4,7,4193
6,6,5,5,6,6,4194
4,4,4,4,4,4,4195
2,2,2,2,2,2,4196
3,3,3,3,3,3,4197
2,2,2,2,2,2,4198
4,4,3,3,4,4,4199
1,1,1,1,1,1,4200
6,6,6,6,6,6,4201
0,0,0,0,0,0,4202
5,5,0,0,5,5,4203
8,8,2,8,2,8,4204
8,8,0,8,8,0,4205
1,1,9,1,1,9,4206
8,8,9,8,8,9,4207
6,6,1,6,1,6,4208
2,2,7,7,2,2,4209
8,8,8,8,8,8,4210
2,2,2,2,2,2,4211
4,4,6,4,4,6,4212
4,1,1,4,5,1,4213
0,0,0,0,0,0,4214
9,9,9,9,9,9,4215
7,7,1,1,7,7,4216
6,6,6,6,6,6,4217
7,7,7,7,7,7,4218
4,4,5,4,7,5,4219
2,2,5,2,5,2,4220
3,3,3,3,3,3,4221
8,8,8,8,8,8,4222
9,9,9,9,9,9,4223
4,4,4,4,4,4,4224
8,8,8,8,8,8,4225
8,8,8,8,8,8,4226
4,4,6,4,4,6,4227
2,2,2,2,2,2,4228
0,0,0,0,0,0,4229
1,1,1,1,1,1,4230
4,7,7,7,2,7,4231
4,4,7,5,7,4,4232
8,8,8,8,8,8,4233
6,6,6,6,6,6,4234
6,6,7,6,7,6,4235
7,7,7,7,7,7,4236
2,2,2,2,2,2,4237
7,7,5,7,7,5,4238
0,0,0,0,0,0,4239
0,0,0,0,0,0,4240
7,7,7,7,7,7,4241
2,2,5,2,2,5,4242
3,3,2,2,3,3,4243
1,1,1,1,1,1,4244
8,0,0,9,0,8,4245
9,9,9,9,9,9,4246
7,7,9,7,7,9,4247
7,7,7,7,7,7,4248
0,0,0,0,0,0,4249
1,1,1,1,1,1,4250
7,7,0,0,7,7,4251
9,9,9,9,9,9,4252
7,7,3,3,7,7,4253
7,7,7,7,7,7,4254
5,5,4,5,4,5,4255
9,9,5,9,9,5,4256
2,2,6,2,2,6,4257
7,7,7,7,7,7,4258
5,5,8,5,5,8,4259
5,5,5,5,5,5,4260
1,1,9,9,1,1,4261
4,4,5,4,5,4,4262
4,4,4,4,4,4,4263
7,5,5,5,4,5,4264
1,1,1,1,1,1,4265
3,3,3,3,3,3,4266
6,6,6,6,6,6,4267
3,3,5,5,3,3,4268
0,0,2,0,0,2,4269
0,0,1,1,0,0,4270
0,8,8,8,8,8,4271
8,8,8,8,8,8,4272
0,0,2,2,0,0,4273
8,8,8,8,8,8,4274
5,4,7,4,7,5,4275
6,6,4,4,6,6,4276
8,8,8,8,8,8,4277
6,6,2,2,6,6,4278
6,6,0,6,0,6,4279
4,0,0,4,0,0,4280
0,0,0,0,0,0,4281
0,0,0,0,0,0,4282
8,8,8,8,8,8,4283
6,6,6,6,6,6,4284
7,7,7,7,7,7,4285
4,4,1,4,4,1,4286
8,8,2,2,8,8,4287
3,3,3,3,3,3,4288
9,9,6,9,6,9,4289
4,4,4,4,4,4,4290
9,9,9,9,9,9,4291
8,8,4,8,8,4,4292
2,2,5,2,5,2,4293
3,3,3,3,3,3,4294
0,0,9,0,6,9,4295
4,4,4,4,4,4,4296
4,4,4,4,4,4,4297
8,8,8,8,8,8,4298
1,1,1,1,1,1,4299
8,8,2,8,8,2,4300
4,5,5,5,5,5,4301
3,3,5,3,3,5,4302
8,8,8,8,8,8,4303
8,8,8,8,8,8,4304
4,5,5,5,4,5,4305
2,1,4,2,1,4,4306
4,4,9,4,4,9,4307
3,0,0,0,0,3,4308
6,6,7,6,6,7,4309
3,3,5,3,5,3,4310
0,0,8,0,8,0,4311
5,1,1,3,5,1,4312
8,8,8,8,8,8,4313
0,0,5,0,5,0,4314
7,7,7,7,7,7,4315
5,5,5,5,5,5,4316
4,4,4,4,4,4,4317
7,7,7,7,7,7,4318
5,5,5,5,5,5,4319
8,8,8,8,8,8,4320
9,9,9,9,9,9,4321
0,0,0,0,0,0,4322
4,4,7,7,4,4,4323
6,6,6,6,6,6,4324
7,7,7,7,7,7,4325
1,1,1,1,1,1,4326
1,1,1,1,1,1,4327
4,4,7,4,4,7,4328
3,3,7,3,3,7,4329
5,5,0,5,0,5,4330
7,7,7,7,7,7,4331
1,1,3,1,3,1,4332
7,7,0,7,7,0,4333
1,1,9,1,9,1,4334
9,9,9,9,9,9,4335
3,0,0,0,0,3,4336
0,0,0,0,0,0,4337
0,0,0,0,0,0,4338
8,8,8,8,8,8,4339
9,9,9,9,9,9,4340
7,7,7,7,7,7,4341
2,2,4,2,4,2,4342
8,8,8,8,8,8,4343
9,9,9,9,9,9,4344
9,9,0,0,9,9,4345
3,3,5,3,5,3,4346
5,5,9,5,9,5,4347
0,0,0,0,0,0,4348
3,3,3,3,3,3,4349
3,3,3,3,3,3,4350
2,2,2,2,2,2,4351
1,1,9,1,1,9,4352
0,0,8,0,0,8,4353
1,1,9,1,1,9,4354
5,5,5,5,5,5,4355
2,2,2,2,2,2,4356
7,7,7,7,7,7,4357
1,1,1,1,1,1,4358
4,4,4,4,4,4,4359
1,1,9,1,1,9,4360
3,3,3,3,3,3,4361
5,5,5,5,5,5,4362
1,1,9,9,1,1,4363
9,9,9,9,9,9,4364
8,8,8,8,8,8,4365
5,5,5,5,5,5,4366
2,2,2,2,2,2,4367
0,0,8,0,0,8,4368
7,7,7,7,7,7,4369
2,2,2,2,2,2,4370
9,9,1,1,9,9,4371
2,2,2,2,2,2,4372
0,0,8,8,0,0,4373
9,9,1,1,9,9,4374
2,2,6,2,2,6,4375
2,2,2,2,2,2,4376
6,8,4,1,8,4,4377
2,2,2,2,2,2,4378
1,1,1,1,1,1,4379
8,8,4,4,8,8,4380
4,4,3,4,3,4,4381
4,4,0,4,0,4,4382
8,8,8,8,8,8,4383
4,4,6,4,6,4,4384
1,1,0,0,1,1,4385
7,7,7,7,7,7,4386
0,0,2,0,2,0,4387
3,3,3,3,3,3,4388
6,6,6,6,6,6,4389
1,1,9,1,9,1,4390
6,6,6,6,6,6,4391
3,3,3,3,3,3,4392
7,7,7,7,7,7,4393
4,8,2,8,4,2,4394
4,4,6,4,6,4,4395
7,7,0,7,0,7,4396
8,8,1,8,1,8,4397
2,2,2,2,2,2,4398
7,7,7,7,7,7,4399
4,4,2,2,4,4,4400
7,7,7,7,7,7,4401
3,2,2,7,3,2,4402
6,6,3,3,6,6,4403
6,6,2,6,6,2,4404
3,5,5,5,3,5,4405
5,0,0,2,0,5,4406
9,9,9,9,9,9,4407
8,8,8,8,8,8,4408
6,6,1,6,6,1,4409
0,0,5,5,0,0,4410
0,0,0,0,0,0,4411
8,8,8,8,8,8,4412
4,4,2,2,4,4,4413
3,3,4,3,3,4,4414
6,6,6,6,6,6,4415
9,9,9,9,9,9,4416
6,6,6,6,6,6,4417
2,2,2,2,2,2,4418
5,5,5,5,5,5,4419
0,0,0,0,0,0,4420
6,6,7,6,7,6,4421
3,3,5,3,5,3,4422
1,1,1,1,1,1,4423
5,5,2,5,5,2,4424
2,2,2,2,2,2,4425
2,2,2,2,2,2,4426
7,7,7,7,7,7,4427
3,3,3,3,3,3,4428
4,4,4,4,4,4,4429
6,6,6,6,6,6,4430
2,2,7,2,2,7,4431
8,8,9,8,9,8,4432
7,7,7,7,7,7,4433
6,6,6,6,6,6,4434
3,3,4,3,5,4,4435
9,9,9,9,9,9,4436
3,3,4,3,3,4,4437
4,4,4,4,4,4,4438
3,3,3,3,3,3,4439
6,6,3,3,6,6,4440
7,7,7,7,7,7,4441
7,7,7,7,7,7,4442
1,1,1,1,1,1,4443
1,1,1,1,1,1,4444
7,7,7,7,7,7,4445
8,8,1,3,1,8,4446
4,4,2,4,2,4,4447
5,5,5,5,5,5,4448
3,3,5,5,3,3,4449
6,9,9,6,3,9,4450
5,5,5,5,5,5,4451
6,6,6,6,6,6,4452
2,2,7,2,7,2,4453
9,9,9,9,9,9,4454
2,2,2,2,2,2,4455
5,5,3,5,3,5,4456
9,9,9,9,9,9,4457
1,1,1,1,1,1,4458
1,1,9,1,1,9,4459
7,7,7,7,7,7,4460
8,8,8,8,8,8,4461
3,3,3,3,3,3,4462
5,5,5,5,5,5,4463
1,1,9,1,9,1,4464
3,3,3,3,3,3,4465
8,8,8,8,8,8,4466
5,5,5,5,5,5,4467
0,0,0,0,0,0,4468
8,8,1,5,8,1,4469
0,0,0,0,0,0,4470
2,2,2,2,2,2,4471
3,3,3,3,3,3,4472
9,9,9,9,9,9,4473
8,8,1,1,8,8,4474
3,3,3,3,3,3,4475
0,0,2,0,2,0,4476
0,0,0,0,0,0,4477
7,7,7,7,7,7,4478
5,5,5,5,5,5,4479
7,7,7,7,7,7,4480
3,4,4,5,7,4,4481
2,2,2,2,2,2,4482
3,3,2,2,3,3,4483
3,3,2,3,3,2,4484
7,7,7,7,7,7,4485
5,5,5,5,5,5,4486
5,5,7,7,5,5,4487
6,3,4,3,4,6,4488
9,9,8,9,8,9,4489
0,0,3,0,0,3,4490
2,4,4,4,2,4,4491
1,8,8,1,9,8,4492
2,2,7,7,2,2,4493
5,5,3,5,3,5,4494
5,3,6,3,6,5,4495
1,1,1,1,1,1,4496
4,6,6,6,6,4,4497
0,0,1,0,0,1,4498
7,7,7,7,7,7,4499
1,1,9,1,1,9,4500
8,8,8,8,8,8,4501
8,8,8,8,8,8,4502
4,4,7,7,4,4,4503
0,0,8,0,8,0,4504
1,1,1,1,1,1,4505
7,7,7,7,7,7,4506
8,8,8,8,8,8,4507
9,9,9,9,9,9,4508
0,0,8,0,2,8,4509
7,7,7,7,7,7,4510
2,2,2,2,2,2,4511
5,5,7,7,5,5,4512
7,7,7,7,7,7,4513
8,8,7,7,8,8,4514
3,3,6,3,3,6,4515
0,0,0,0,0,0,4516
1,1,2,1,1,2,4517
2,2,1,1,2,2,4518
3,3,5,3,3,5,4519
9,9,1,1,9,9,4520
2,2,3,4,3,2,4521
7,7,7,7,7,7,4522
0,0,0,0,0,0,4523
0,0,0,0,0,0,4524
2,2,2,2,2,2,4525
2,2,2,2,2,2,4526
4,4,4,4,4,4,4527
1,1,1,1,1,1,4528
5,5,5,5,5,5,4529
3,3,6,3,6,3,4530
3,3,8,3,3,8,4531
5,5,5,5,5,5,4532
1,9,5,9,5,1,4533
5,5,6,6,5,5,4534
5,5,5,5,5,5,4535
9,9,9,9,9,9,4536
0,0,0,0,0,0,4537
9,9,4,9,9,4,4538
8,8,8,8,8,8,4539
0,0,1,1,0,0,4540
9,9,0,9,9,0,4541
3,3,5,3,5,3,4542
0,0,5,0,5,0,4543
7,7,7,7,7,7,4544
9,9,9,9,9,9,4545
6,0,0,4,6,0,4546
5,5,5,5,5,5,4547
5,5,5,5,5,5,4548
2,2,3,2,3,2,4549
6,6,5,6,6,5,4550
8,8,4,8,4,8,4551
0,0,0,0,0,0,4552
1,1,9,1,1,9,4553
7,0,0,0,0,7,4554
7,7,7,7,7,7,4555
7,7,7,7,7,7,4556
1,1,1,1,1,1,4557
3,2,2,2,2,2,4558
0,0,7,0,0,7,4559
1,1,0,1,1,0,4560
4,8,8,7,8,4,4561
1,1,1,1,1,1,4562
0,0,0,0,0,0,4563
3,3,4,4,3,3,4564
1,1,1,1,1,1,4565
9,0,7,9,0,7,4566
0,0,0,0,0,0,4567
6,6,3,6,3,6,4568
3,3,3,3,3,3,4569
6,6,6,6,6,6,4570
0,0,9,0,0,9,4571
5,5,5,5,5,5,4572
4,4,7,4,4,7,4573
0,0,0,0,0,0,4574
8,8,8,8,8,8,4575
8,8,8,8,8,8,4576
0,0,5,5,0,0,4577
1,1,1,1,1,1,4578
5,5,5,5,5,5,4579
8,8,7,7,8,8,4580
3,3,5,3,3,5,4581
7,7,7,7,7,7,4582
2,2,8,2,8,2,4583
9,9,9,9,9,9,4584
1,1,1,1,1,1,4585
9,9,9,9,9,9,4586
9,9,9,9,9,9,4587
2,2,2,2,2,2,4588
7,7,7,7,7,7,4589
6,2,2,3,2,6,4590
1,1,6,1,1,6,4591
0,0,0,0,0,0,4592
9,9,9,9,9,9,4593
8,8,1,8,8,1,4594
8,8,8,8,8,8,4595
6,6,9,6,9,6,4596
0,0,2,0,2,0,4597
2,2,3,2,2,3,4598
0,0,8,8,0,0,4599
5,5,5,5,5,5,4600
0,0,0,0,0,0,4601
8,8,0,0,8,8,4602
9,9,9,9,9,9,4603
2,2,7,7,2,2,4604
6,6,6,6,6,6,4605
6,6,6,6,6,6,4606
1,1,9,1,1,9,4607
2,2,2,2,2,2,4608
1,1,1,1,1,1,4609
5,5,5,5,5,5,4610
8,8,8,8,8,8,4611
9,9,9,9,9,9,4612
7,7,0,7,7,0,4613
4,4,7,4,7,4,4614
1,1,9,1,9,1,4615
